term,doc,tf
считать,74,0.000514
считать,77,0.000951
считать,79,0.00051
считать,8,0.000975
считать,82,0.000598
считать,83,0.001425
считать,87,0.000428
считать,88,0.001288
считать,89,0.000823
считать,90,0.001154
считать,96,0.001951
считать,98,0.000883
считать,99,0.000898
считаться,1,0.000558
считаться,12,0.00066
считаться,13,0.000481
считаться,22,0.000542
считаться,29,0.000627
считаться,30,0.000592
считаться,33,0.000533
считаться,37,0.000389
считаться,49,0.000986
считаться,5,0.000497
считаться,6,0.00051
считаться,63,0.000494
считаться,71,0.00095
считаться,74,0.000514
считаться,79,0.00051
считаться,85,0.000562
считаться,9,0.000564
считаться,94,0.000876
считаться,98,0.000883
считывать,94,0.000876
счёт,13,0.000481
счёт,17,0.001608
счёт,20,0.001149
счёт,29,0.000627
счёт,3,0.000614
счёт,30,0.000592
счёт,37,0.000389
счёт,38,0.001237
счёт,4,0.000576
счёт,40,0.000525
счёт,44,0.002505
счёт,45,0.000867
счёт,5,0.000497
счёт,52,0.003018
счёт,56,0.001585
счёт,58,0.01913
счёт,60,0.002846
счёт,61,0.000488
счёт,62,0.000898
счёт,64,0.001024
счёт,67,0.000228
счёт,70,0.000787
счёт,71,0.00095
счёт,73,0.002193
счёт,77,0.000951
счёт,8,0.000487
счёт,85,0.000562
счёт,87,0.000428
счёт,88,0.000859
счёт,93,0.002273
счёт,99,0.000898
счётчик,21,0.001226
счётчик,28,0.000509
счётчик,46,0.000592
счётчик,54,0.000544
счёты,42,0.001019
сша,29,0.001882
сша,34,0.000559
сша,35,0.002174
сша,42,0.002039
сша,49,0.000986
сша,5,0.000497
сша,59,0.002055
сша,60,0.003795
сша,61,0.000244
сша,62,0.003594
сша,63,0.012352
сша,64,0.005118
сша,65,0.008495
сша,68,0.003697
сша,69,0.000921
сша,70,0.00315
сша,73,0.002924
сша,85,0.001125
сша,86,0.000926
сша,88,0.000215
сша,89,0.000823
сша,9,0.000564
сша,95,0.000635
съедать,32,0.000684
съедать,52,0.000503
съедобный,95,0.000635
съезд,61,0.000244
съездить,63,0.000494
съесть,51,0.000462
съесть,9,0.000564
съесть,97,0.000518
съёмка,64,0.001024
сыграть,33,0.000533
сыграть,49,0.000493
сыграть,85,0.000562
сыграть,86,0.000463
сын,31,0.000554
сын,56,0.000528
сын,59,0.001028
сын,60,0.000949
сын,62,0.000898
сын,63,0.000988
сын,64,0.001024
сын,65,0.001214
сын,68,0.000924
сын,69,0.000307
сын,70,0.000787
сын,73,0.000731
сыпаться,18,0.000607
сыпь,96,0.00065
сыр,51,0.000462
сыр,97,0.000518
сырковый,61,0.000244
сырой,1,0.000558
сырой,11,0.001144
сырой,14,0.000563
сырой,16,0.003728
сырой,18,0.000607
сырой,24,0.00057
сырой,29,0.000627
сырой,48,0.000746
сырой,57,0.000536
сырой,78,0.001351
сырьё,61,0.000244
сырьё,87,0.000428
сытый,6,0.00051
сытый,82,0.000598
сытый,88,0.000215
сэкономить,22,0.000542
сэкономить,3,0.000614
сэкономить,31,0.000554
сэкономить,33,0.000533
сэкономить,67,0.000228
сэкономить,70,0.000787
сэкономить,75,0.000622
сэкономить,83,0.001425
сэкономить,84,0.000525
сэкономить,92,0.000988
сэкономить,94,0.000876
сэкономить,98,0.000883
сэм,29,0.000627
сэм,42,0.002039
сэм,86,0.000926
сэм,93,0.000758
сэнг,34,0.000559
сюда,1,0.000558
сюда,12,0.00066
сюда,13,0.000481
сюда,14,0.000563
сюда,15,0.000545
сюда,18,0.000607
сюда,19,0.000626
сюда,2,0.000587
сюда,20,0.000574
сюда,21,0.000613
сюда,22,0.000542
сюда,23,0.000562
сюда,24,0.00057
сюда,25,0.000612
сюда,26,0.000772
сюда,27,0.000517
сюда,28,0.000509
сюда,29,0.000627
сюда,3,0.000614
сюда,30,0.000592
сюда,31,0.001108
сюда,32,0.000684
сюда,33,0.001067
сюда,34,0.000559
сюда,36,0.000455
сюда,38,0.000618
сюда,4,0.000576
сюда,40,0.000525
сюда,41,0.000878
сюда,43,0.000622
сюда,46,0.000592
сюда,48,0.000746
сюда,49,0.000493
сюда,5,0.000497
сюда,51,0.000462
сюда,53,0.000625
сюда,54,0.000544
сюда,55,0.00058
сюда,56,0.000528
сюда,57,0.000536
сюда,6,0.00051
сюда,7,0.000608
сюда,79,0.00051
сюда,8,0.000487
сюда,80,0.000579
сюда,82,0.000598
сюда,84,0.000525
сюда,85,0.000562
сюда,86,0.000926
сюда,87,0.000428
сюда,90,0.000577
сюда,91,0.000559
сюда,95,0.000635
сюда,96,0.0013
сюда,97,0.000518
сюжет,1,0.000558
сюжет,2,0.000587
сюжет,3,0.000614
сюжет,33,0.000533
сюжет,41,0.000439
сюжет,42,0.002039
сюжет,49,0.000493
сюжет,57,0.000536
сюжет,60,0.000949
сюжет,62,0.000898
сюжет,63,0.000494
сюжет,64,0.001024
сюжет,65,0.001214
сюжет,68,0.000924
сюжет,70,0.000787
сюжет,73,0.000731
сюжет,93,0.000758
сюжет,97,0.000518
сюжетный,33,0.000533
сюй,82,0.000598
сюняева,67,0.000228
сюрприз,12,0.00066
сюрприз,52,0.001006
сюрреализм,16,0.000311
сёрфинг,50,0.001404
табак,70,0.000787
табачный,60,0.000949
табачный,61,0.000244
таблетка,13,0.000481
таблетка,34,0.000559
таблетка,51,0.000462
таблетка,85,0.000562
таблица,1,0.000558
таблица,12,0.00066
таблица,16,0.002175
таблица,18,0.001214
таблица,2,0.000587
таблица,21,0.001226
таблица,24,0.00057
таблица,25,0.000612
таблица,26,0.000772
таблица,33,0.002667
таблица,4,0.000576
таблица,41,0.002196
таблица,45,0.002602
таблица,49,0.000493
таблица,52,0.003018
таблица,53,0.000625
таблица,54,0.000544
таблица,55,0.00058
таблица,57,0.001073
таблица,83,0.001425
таблица,88,0.000429
таблица,91,0.000559
таблица,94,0.003503
таблица,96,0.00065
табу,59,0.001028
тагил,85,0.001125
таджикистан,6,0.00102
таджикистан,61,0.000244
таджикский,6,0.00051
таисия,68,0.000924
тайком,6,0.00051
тайловыя,25,0.000612
таймаут,26,0.000772
таймер,2,0.000587
таймер,33,0.000533
таймер,41,0.000439
таймер,48,0.00522
таймер,49,0.000493
таймер,99,0.000898
таймкод,46,0.000592
таймлайна,22,0.000542
таймлимит,20,0.000574
таймтрекер,17,0.000804
тайна,51,0.000462
тайна,95,0.000635
тайный,16,0.000311
тайский,30,0.000592
тайтлов,84,0.000525
так,13,0.000481
так,17,0.002412
так,19,0.001252
так,25,0.001836
так,26,0.000772
так,27,0.001033
так,28,0.000509
так,32,0.000684
так,34,0.000559
так,37,0.003113
так,4,0.000576
так,48,0.000746
так,49,0.000493
так,5,0.000497
так,56,0.000528
так,61,0.000488
так,64,0.002047
так,66,0.001464
так,68,0.001848
так,7,0.000608
так,71,0.000317
так,72,0.000405
так,74,0.000514
так,76,0.003275
так,8,0.000487
так,85,0.000562
так,88,0.001288
так,92,0.002964
так,93,0.000758
так,97,0.001037
такер,63,0.000988
также,1,0.000558
также,100,0.00092
также,12,0.00132
также,15,0.000545
также,16,0.000311
также,20,0.001149
также,21,0.008584
также,22,0.000542
также,23,0.002247
также,25,0.001224
также,26,0.000772
также,27,0.000517
также,28,0.002035
также,3,0.000614
также,30,0.001775
также,31,0.001108
также,32,0.000684
также,34,0.001677
также,36,0.001366
также,37,0.00856
также,39,0.002424
также,4,0.003456
также,40,0.000525
также,41,0.000439
также,42,0.003058
также,43,0.000622
также,44,0.006262
также,45,0.004337
также,46,0.001185
также,47,0.002568
также,48,0.001491
также,49,0.002464
также,5,0.000994
также,51,0.000462
также,52,0.001006
также,53,0.001875
также,54,0.002175
также,55,0.00174
также,56,0.001585
также,58,0.003478
также,6,0.00051
также,60,0.00759
также,61,0.000244
также,62,0.002695
также,63,0.003953
также,64,0.003071
также,65,0.001214
также,66,0.010981
также,67,0.000913
также,68,0.002773
также,69,0.001842
также,70,0.00315
также,71,0.0057
также,72,0.00607
также,73,0.000731
